-0.195	-1.067	4.179	8.611
-0.218	0.934	14.186	4.849
-0.303	0.350	4.725	3.935
0.023	-0.029	2.388	6.714
0.051	0.182	12.146	7.413
0.826	-1.565	9.003	5.201
1.527	-0.085	9.175	3.477
0.467	1.604	13.239	1.500
-0.210	0.098	15.406	5.861
0.625	0.041	7.004	2.621
0.183	-0.734	13.240	0.445
-1.030	-0.031	8.323	7.549
0.949	0.232	16.839	2.428
0.307	0.426	16.658	4.424
0.135	-0.373	5.129	6.878
0.515	-0.236	12.269	3.592
0.261	2.024	11.645	7.363
-0.941	-2.258	10.815	3.947
-0.162	2.229	17.399	6.834
-0.146	0.338	5.296	7.040
-0.532	1.000	6.361	4.423
1.682	-1.664	2.384	0.196
-0.876	-0.590	18.797	3.309
-0.484	-0.278	12.911	4.243
-0.712	0.423	9.589	2.703
-1.174	-1.670	12.786	1.971
-0.192	0.472	10.894	8.217
-0.274	-1.213	12.946	4.299
1.530	0.066	10.878	8.878
-0.249	0.652	14.421	3.912
-1.064	0.327	10.450	7.691
1.603	1.083	19.874	3.968
1.235	1.006	4.374	8.085
-0.230	-0.651	2.116	7.551
-1.506	0.257	2.194	3.774
-0.445	-0.944	1.272	2.160
-0.156	-1.322	8.092	7.904
0.276	0.925	8.967	9.493
-0.261	0.000	7.316	3.276
0.443	-0.055	15.270	6.713
0.392	0.911	12.558	4.386
-1.251	0.595	15.440	8.335
-0.948	0.350	18.657	7.689
-0.741	1.250	19.455	1.673
-0.508	0.930	3.841	8.620
-0.321	0.240	2.777	9.899
0.012	-0.690	13.925	5.144
-3.029	-0.652	1.876	8.843
-0.457	1.192	10.508	5.880
1.242	-1.612	10.607	1.548
4.805	2.089	3.933	4.306
4.782	7.093	5.934	2.424
4.697	2.362	5.350	1.967
5.023	1.194	4.971	3.357
5.051	6.073	5.182	3.706
5.826	4.501	3.435	2.600
6.527	4.587	4.915	1.739
5.467	6.619	6.604	0.750
4.790	7.703	5.098	2.930
5.625	3.502	5.041	1.311
5.183	6.620	4.266	0.222
3.970	4.162	4.969	3.775
5.949	8.419	5.232	1.214
5.307	8.329	5.426	2.212
5.135	2.564	4.627	3.439
5.515	6.135	4.764	1.796
5.261	5.822	7.024	3.682
4.059	5.407	2.742	1.974
4.838	8.699	7.229	3.417
4.854	2.648	5.338	3.520
4.468	3.181	6.000	2.212
6.682	1.192	3.336	0.098
4.124	9.398	4.410	1.654
4.516	6.456	4.722	2.122
4.288	4.795	5.423	1.351
3.826	6.393	3.330	0.985
4.808	5.447	5.472	4.109
4.726	6.473	3.787	2.150
6.530	5.439	5.066	4.439
4.751	7.210	5.652	1.956
3.936	5.225	5.327	3.846
6.603	9.937	6.083	1.984
6.235	2.187	6.006	4.043
4.770	1.058	4.349	3.775
3.494	1.097	5.257	1.887
4.555	0.636	4.056	1.080
4.844	4.046	3.678	3.952
5.276	4.484	5.925	4.747
4.739	3.658	5.000	1.638
5.443	7.635	4.945	3.356
5.392	6.279	5.911	2.193
3.749	7.720	5.595	4.168
4.052	9.329	5.350	3.844
4.259	9.727	6.250	0.836
4.492	1.920	5.930	4.310
4.679	1.389	5.240	4.949
5.012	6.963	4.310	2.572
1.971	0.938	4.348	4.421
4.543	5.254	6.192	2.940
6.242	5.303	3.388	0.774
