-0.070	15.119	8.461	0.812	19.805	5.789	4.567	6.955
-0.227	5.688	4.276	0.374	6.190	6.166	9.858	1.140
0.117	17.745	8.290	0.819	15.122	2.738	13.837	8.120
-1.604	18.471	5.226	0.180	11.869	1.772	17.844	5.920
-1.668	2.882	5.461	1.661	8.891	9.313	14.896	9.004
-0.078	15.716	7.445	-0.831	2.299	2.193	13.129	7.299
-0.637	13.224	0.965	-1.974	15.711	1.346	3.449	0.202
3.118	18.967	9.762	1.088	18.554	5.869	3.754	3.761
-0.149	1.648	6.139	0.764	3.022	3.038	19.882	2.886
0.120	4.133	2.526	0.612	16.096	5.672	2.173	8.338
0.690	12.291	2.426	-2.039	14.125	4.513	11.699	4.140
-0.221	1.213	7.844	-0.943	19.036	3.407	12.126	3.130
-0.203	13.966	7.097	-0.632	16.286	8.208	19.551	1.853
-1.649	19.583	2.896	-0.118	14.727	9.539	15.995	1.208
-0.504	6.272	5.180	0.831	16.641	3.158	6.248	0.070
-0.086	12.947	6.108	-0.405	3.803	6.263	15.606	9.072
1.155	5.504	4.014	0.095	2.694	2.351	0.249	9.987
0.615	12.669	6.199	-1.293	18.339	7.345	7.385	6.355
-1.365	2.597	4.809	0.280	13.521	8.561	15.328	7.387
0.688	9.041	1.918	0.881	1.617	1.256	9.270	9.996
1.491	1.170	5.890	0.042	12.136	9.875	17.217	2.261
1.054	7.822	7.604	-1.513	2.670	8.482	1.052	2.957
-0.435	12.202	2.138	0.804	18.997	1.819	4.446	7.085
0.367	11.339	9.295	0.360	13.469	9.033	5.094	7.512
1.012	1.286	0.898	-0.455	15.211	4.835	7.930	4.189
-0.197	13.576	8.542	1.347	15.718	7.317	0.245	1.335
-0.401	15.994	1.070	1.024	15.089	6.754	9.953	2.814
0.696	1.742	8.330	0.612	17.789	2.094	1.845	4.905
0.823	11.255	6.308	1.483	6.651	7.763	7.313	3.847
0.609	17.741	6.214	-1.297	5.827	7.311	18.799	9.136
-0.243	4.895	3.911	0.797	1.403	5.288	5.303	1.999
0.446	4.775	2.537	-0.785	11.218	5.179	12.628	6.545
0.735	5.153	1.171	-0.732	6.210	9.232	4.836	9.781
-1.364	15.453	7.636	-1.029	3.437	6.812	3.595	4.159
-0.095	5.135	6.332	-0.540	14.143	2.940	12.202	1.477
1.873	14.105	0.800	0.116	10.384	9.470	15.426	6.936
2.606	11.450	4.605	-0.857	17.749	6.462	19.478	9.139
-0.570	4.914	6.677	0.600	5.338	2.693	11.755	1.085
0.695	8.063	0.355	0.436	0.513	7.681	1.108	6.168
1.097	11.812	1.682	-0.576	17.038	4.808	16.463	0.442
0.877	8.187	5.556	-0.665	0.456	0.021	2.208	8.412
1.396	5.417	8.796	0.329	8.098	5.390	8.797	1.788
1.578	16.769	3.691	0.088	19.456	9.471	18.646	6.508
-0.962	13.865	6.568	0.575	14.269	6.965	14.755	3.681
0.761	9.168	1.324	0.084	11.002	8.961	3.547	7.407
0.540	7.405	4.696	-0.715	1.712	0.295	13.852	3.746
-0.702	14.319	4.075	1.684	12.010	9.156	15.385	7.028
-1.081	1.021	6.831	0.913	1.182	9.002	15.985	7.518
-0.011	6.987	6.395	-0.064	8.231	4.793	1.913	3.704
-0.322	3.263	2.419	-1.418	17.087	3.497	1.107	1.399
0.439	0.596	6.748	2.621	4.589	5.666	9.773	2.047
4.034	2.797	4.160	3.787	6.537	7.147	4.795	4.238
9.857	0.735	3.988	3.571	4.972	4.955	1.197	0.923
7.586	1.487	3.167	4.695	6.252	5.497	4.746	2.574
8.251	4.381	9.474	0.898	4.877	6.301	6.238	1.368
1.601	4.338	0.394	0.576	4.439	5.678	3.262	4.458
6.666	3.288	5.465	0.715	5.159	3.221	5.065	3.665
0.238	0.203	8.638	1.822	4.543	4.306	2.082	1.626
3.205	2.020	9.405	2.596	5.094	6.930	5.092	1.118
5.823	0.393	9.677	0.538	7.376	4.293	7.944	3.952
0.908	4.101	3.994	3.265	4.878	7.362	0.946	3.459
3.314	3.339	8.799	0.557	3.720	5.744	8.256	0.493
2.154	0.917	5.551	3.269	4.630	4.623	6.248	0.496
0.506	4.690	7.094	3.702	3.898	5.400	9.484	0.704
0.918	0.846	3.777	0.475	5.025	5.516	9.715	3.306
9.185	0.267	7.138	1.312	5.056	5.201	7.050	2.171
0.725	2.553	5.590	2.927	5.106	5.307	0.818	3.645
3.049	0.303	7.570	0.181	3.997	5.826	7.570	4.798
4.568	1.722	2.282	1.379	5.221	5.506	7.701	0.161
9.126	4.469	4.867	0.128	5.203	5.352	0.856	2.303
1.401	2.706	2.525	0.183	5.886	4.634	2.826	2.960
1.568	3.884	2.256	2.193	4.637	5.516	7.260	3.959
