10.370	0.935	1.349	0.006	1.055	0.638	3.655	6.365	11.820	2.447	2.655	19.749
18.863	-1.401	0.707	-0.340	8.212	4.932	0.975	5.821	1.750	7.611	3.892	18.865
8.447	-2.423	1.612	0.221	5.681	1.198	6.568	8.796	9.649	7.743	4.694	1.941
12.741	0.784	0.855	-0.723	1.307	1.664	14.917	8.825	15.216	6.407	0.389	15.883
19.907	0.625	0.943	0.317	4.271	1.323	8.131	1.131	15.433	1.318	4.174	16.413
7.945	-0.189	-0.620	0.192	6.562	3.055	12.045	4.136	6.182	5.065	2.136	12.016
8.450	-0.731	0.877	-1.397	8.914	4.190	3.087	2.282	15.517	3.415	3.066	11.717
3.979	0.304	0.301	-0.467	4.094	0.145	16.344	0.430	3.083	7.146	4.132	8.885
12.997	2.663	-1.402	0.690	6.887	2.831	12.754	8.788	18.723	6.944	1.821	4.370
14.875	0.351	-0.336	-1.261	2.291	0.841	12.288	7.053	0.668	4.031	3.649	2.121
17.534	2.104	1.173	0.817	0.642	3.404	1.453	1.048	9.201	0.096	4.598	14.944
18.793	1.699	1.432	0.741	4.138	4.280	7.975	3.410	14.971	6.084	4.398	0.315
15.841	-0.542	0.198	-1.488	2.949	0.189	6.114	3.972	9.597	0.577	1.851	6.166
18.866	1.026	-0.577	-1.137	6.552	4.835	17.451	3.825	10.679	3.153	0.425	5.872
8.658	0.651	0.576	0.285	3.800	3.765	15.018	5.107	4.201	6.695	2.677	8.190
16.344	-0.320	-0.378	-1.147	5.430	4.468	6.490	3.165	14.907	6.380	3.782	2.528
16.901	2.025	-0.374	0.508	2.985	4.195	6.357	6.171	18.239	6.272	2.441	8.570
19.324	-0.615	-1.687	-0.260	5.462	3.027	7.726	2.659	17.508	2.581	2.750	6.739
15.808	0.275	0.597	0.651	3.696	4.425	17.098	5.325	18.457	0.058	3.467	1.223
10.468	-0.058	1.337	0.710	9.666	4.126	11.455	4.624	3.184	8.812	0.301	16.509
8.071	-0.252	1.933	0.861	4.010	4.841	18.048	3.611	12.981	8.227	0.071	4.681
9.259	2.021	1.150	-0.077	1.058	4.913	4.327	3.043	17.070	2.182	4.404	13.662
9.964	0.188	1.362	1.299	6.112	4.301	18.943	3.487	18.047	4.291	0.403	12.521
2.158	-0.936	0.511	-0.336	7.762	1.178	13.975	3.294	13.000	5.880	0.918	15.605
18.509	-0.842	-0.281	-0.020	9.284	2.104	7.023	2.571	4.283	1.299	4.099	14.867
5.910	-1.524	0.722	0.809	6.296	0.050	9.374	5.569	11.463	3.113	2.501	19.425
8.976	-1.306	-0.622	-1.424	5.522	2.083	5.550	0.233	1.062	6.389	3.959	11.983
1.844	0.929	-0.841	-0.558	6.013	4.783	6.884	9.563	13.349	8.852	0.520	6.708
9.603	-0.931	-1.990	0.467	7.889	1.926	0.785	5.956	16.863	0.403	3.032	15.555
8.811	0.945	-1.227	-0.319	2.044	2.583	13.165	3.260	14.450	7.607	2.560	8.906
11.901	-0.884	0.587	-0.814	5.437	1.637	17.555	0.142	2.477	0.351	4.775	11.092
19.243	-1.564	-0.532	-1.392	2.732	0.578	1.642	8.196	16.396	6.035	1.626	4.089
5.902	-0.089	-1.192	-0.182	5.164	4.680	17.310	9.815	18.222	5.228	3.473	17.281
18.305	0.820	-0.129	-0.279	7.490	3.033	18.151	4.783	19.750	3.086	3.716	1.182
18.586	0.142	0.759	0.015	5.683	3.262	7.024	9.065	17.915	4.814	1.906	15.443
15.701	-0.393	-1.182	-0.360	4.012	3.859	2.999	7.347	15.014	6.637	3.889	1.324
16.530	1.589	1.936	0.480	8.610	2.444	7.013	6.435	7.925	2.567	3.840	17.372
19.508	1.193	0.309	-2.017	9.555	3.115	17.368	9.442	11.776	4.800	0.384	11.572
18.581	2.420	0.732	0.114	9.781	0.275	14.748	3.327	15.946	2.720	2.215	11.706
2.014	-1.102	-0.517	-0.407	5.732	1.458	12.236	2.881	0.755	5.429	4.333	6.722
5.349	0.834	0.448	-2.158	1.716	3.991	4.704	0.388	9.237	5.810	3.374	17.753
18.543	1.065	0.447	-0.578	0.673	3.886	18.586	1.330	7.779	7.913	4.753	7.758
13.149	1.006	-1.113	1.030	4.933	1.816	10.752	2.359	12.665	2.858	2.516	19.700
5.702	0.113	-0.669	0.704	3.469	3.331	13.571	0.236	17.994	9.155	3.355	4.023
7.942	-0.734	1.244	-0.374	1.270	0.820	18.734	3.866	3.782	3.179	1.175	10.147
6.386	1.468	0.035	-1.161	1.954	1.524	2.002	1.114	11.090	8.089	2.433	13.411
8.266	-0.756	0.728	0.646	0.596	1.539	12.232	3.686	10.945	8.849	2.373	19.997
6.351	-0.818	-0.606	0.434	6.210	3.040	10.004	6.799	15.410	9.632	0.949	5.227
2.248	0.926	-0.190	-0.907	2.654	3.686	17.257	0.413	6.279	3.959	3.835	15.032
7.722	0.161	-0.932	0.561	5.588	2.172	12.665	0.977	0.582	4.262	1.564	3.550
6.957	4.437	3.494	5.137	5.092	3.583	11.611	2.815	4.626	6.561	8.493	2.330
19.122	3.170	3.480	4.631	2.536	2.965	8.661	8.449	5.795	9.541	5.886	4.626
11.676	4.180	3.170	4.351	1.659	4.029	2.274	1.120	4.050	19.278	4.871	4.623
16.624	4.056	0.348	6.177	5.411	1.861	17.159	3.176	4.688	3.689	9.352	4.773
19.598	2.453	4.384	5.225	6.985	4.990	2.846	2.086	4.968	12.682	7.798	2.897
15.550	5.529	0.150	6.298	7.048	3.707	2.475	3.212	5.364	13.090	3.558	1.942
11.038	3.960	1.121	2.965	6.421	3.909	12.329	9.086	4.261	18.426	0.743	0.354
9.552	2.758	4.602	5.654	1.254	0.010	8.901	8.564	6.882	2.213	8.703	1.925
2.884	3.552	1.204	5.853	3.780	1.232	5.693	5.969	3.222	7.531	5.241	4.124
2.200	4.927	2.781	5.478	7.338	2.391	12.991	1.441	5.248	14.680	3.322	4.812
12.367	3.870	2.223	5.070	3.487	1.509	9.331	0.608	5.967	15.713	7.693	0.909
19.135	5.806	2.784	5.221	5.822	2.802	15.339	7.673	4.118	14.739	8.331	3.710
10.633	4.231	1.565	5.004	8.610	4.662	19.974	5.002	4.239	6.869	1.642	2.182
14.319	5.008	3.864	5.167	3.703	2.672	16.023	8.650	7.232	15.484	9.623	3.442
12.977	4.378	1.662	4.672	8.471	2.389	4.663	9.826	3.710	5.783	7.796	2.392
18.878	3.881	1.390	5.831	1.459	0.318	7.666	9.240	4.152	15.668	0.427	0.381
9.913	4.395	0.164	5.371	9.450	0.421	1.708	7.456	2.160	4.527	0.324	2.104
2.066	7.214	2.593	5.151	1.831	0.530	10.607	4.322	4.651	5.166	5.513	3.964
15.089	4.802	2.498	5.322	1.939	1.338	17.137	8.905	6.031	17.331	2.055	0.130
12.690	4.670	1.774	5.307	8.938	0.089	4.389	5.546	5.785	5.600	0.663	1.224
0.601	3.807	4.352	5.555	3.607	1.219	16.781	6.314	5.576	10.927	0.478	3.507
9.153	5.154	1.226	5.475	4.388	0.100	1.037	1.528	1.858	17.065	8.717	2.577
9.884	4.667	4.872	3.587	0.032	0.403	4.451	5.741	5.412	4.968	0.954	1.456
16.149	4.723	2.152	4.870	1.101	4.645	10.611	8.671	5.995	0.709	4.525	3.992
0.740	6.054	1.314	4.642	4.383	2.739	3.778	1.301	5.211	16.209	5.541	1.506
12.960	5.244	1.175	6.666	2.303	3.477	12.304	0.354	4.906	6.108	9.952	1.760
3.195	5.777	4.555	4.260	9.676	2.230	6.465	1.492	5.480	11.884	8.310	4.933
9.061	6.033	1.213	4.317	9.279	0.204	0.559	9.209	4.073	3.179	7.446	0.062
5.975	2.951	3.863	5.138	2.965	4.371	1.582	7.249	4.515	6.001	4.037	3.416
14.798	3.782	0.506	5.512	2.880	3.237	17.076	9.648	5.547	4.015	5.519	4.458
18.902	3.579	4.755	5.461	3.943	3.833	7.120	6.455	3.776	15.847	8.082	3.193
5.034	4.147	4.622	3.864	0.176	0.267	4.784	8.639	5.148	16.090	1.687	2.789
5.111	6.068	4.642	3.663	2.745	1.973	18.393	4.274	6.293	12.277	3.117	2.961
7.720	5.513	3.499	6.653	1.883	1.288	5.460	7.062	5.866	19.361	2.558	1.772
2.606	5.341	1.898	4.531	0.510	2.231	17.612	9.660	4.802	13.162	3.038	3.083
11.486	5.086	0.051	5.158	4.706	3.426	10.710	9.844	6.091	13.135	0.683	0.451
11.830	5.801	0.924	7.376	7.464	0.854	12.257	3.641	6.097	11.629	2.623	0.272
8.294	5.423	1.670	3.610	4.955	0.448	11.402	8.784	5.008	19.495	7.309	2.112
18.557	4.489	3.340	4.400	0.908	2.502	1.917	9.558	4.531	9.322	9.996	1.552
18.449	5.089	2.922	4.961	3.414	3.816	11.956	3.102	4.980	8.660	4.517	4.384
9.743	6.996	1.408	4.437	2.218	0.172	2.684	0.268	4.494	6.904	1.937	4.867
2.294	7.432	1.327	4.898	6.252	1.752	5.643	5.534	3.179	9.073	1.229	0.752
11.017	5.523	4.374	4.500	4.201	4.083	13.258	1.281	4.098	6.701	5.966	1.891
19.626	5.484	2.742	7.083	6.962	0.940	6.578	6.570	4.966	2.033	1.024	4.801
15.236	6.278	3.044	4.360	6.318	2.052	17.261	8.708	5.772	19.587	9.317	0.662
12.283	6.107	4.640	5.955	9.973	1.661	18.399	9.423	5.459	14.497	4.989	0.079
3.273	4.532	3.295	5.580	0.704	2.504	3.054	1.083	4.469	8.458	9.466	4.908
4.397	4.990	0.154	7.576	8.603	4.564	2.298	2.377	5.722	16.459	4.981	0.813
8.114	5.034	1.617	5.156	1.495	1.977	8.115	7.569	4.739	5.655	9.840	3.496
13.142	5.182	3.916	5.462	4.553	4.202	18.277	7.425	5.402	5.433	8.514	3.520
6.274	4.409	1.715	3.320	9.031	-5.744	-7.696	-6.919	4.268	18.659	9.208	1.757
7.314	2.016	1.182	2.949	1.939	-6.231	-5.897	-7.234	4.798	7.190	0.243	3.809
11.307	1.869	3.818	15.517	1.899	-6.768	-8.118	-5.853	4.209	8.674	7.594	4.299
3.045	5.963	0.021	9.175	5.180	-7.217	-7.289	-6.939	2.276	9.971	6.798	0.255
6.472	9.662	4.003	18.148	1.560	-7.143	-8.083	-5.051	2.424	3.784	0.886	2.660
13.402	5.124	3.782	8.394	1.669	-7.480	-4.886	-6.212	2.625	6.088	3.832	2.085
2.748	6.751	1.596	2.433	9.473	-6.084	-6.569	-8.626	4.067	18.216	7.881	1.485
6.446	8.337	1.847	1.662	9.417	-6.113	-7.965	-6.441	1.448	4.377	1.885	0.708
