16.569	-1.356	0.279	1.382	-0.548	7.215	-1.844	-0.715	0.250	1.641
17.036	1.244	1.035	0.301	-0.187	7.312	-0.473	-0.788	10.051	0.273
2.968	1.307	0.356	1.801	-1.792	0.778	1.712	-0.294	13.058	0.334
18.597	1.195	-1.046	2.512	-0.565	0.054	-0.885	-0.498	3.625	-0.659
5.727	-0.307	-0.016	3.800	1.249	0.479	-0.226	-0.318	8.287	0.006
15.160	2.181	-0.442	1.628	-0.021	4.617	-0.241	-0.261	4.289	1.799
14.743	2.276	-1.243	1.068	0.051	0.750	-0.855	-1.019	8.581	0.548
1.844	-0.591	0.611	3.137	1.286	5.616	0.544	1.291	12.963	-1.432
9.587	-0.415	-1.411	4.773	0.864	7.034	0.110	-0.927	16.189	-1.714
3.512	-0.305	0.554	3.378	0.346	2.668	1.528	-0.411	11.852	0.110
7.070	1.175	-0.924	0.115	1.390	9.872	0.215	-0.941	12.926	-0.351
15.683	-1.451	-0.566	2.991	-1.072	4.497	-0.695	-0.569	18.346	-0.470
10.557	-0.516	-0.316	2.483	0.365	4.034	-1.121	-0.660	14.967	0.965
16.012	0.640	0.012	0.466	-1.080	6.625	-0.728	-1.058	11.175	0.722
6.887	-0.475	1.183	4.667	-1.071	4.247	-0.192	-0.003	7.114	-0.110
0.397	-1.893	-0.996	0.246	-0.478	2.581	0.606	0.772	16.267	-0.201
5.379	0.876	2.853	4.721	-1.313	9.249	0.500	-1.111	4.934	-0.987
7.392	-1.420	-0.328	0.375	1.902	3.616	1.143	-0.541	18.410	0.305
9.528	-0.477	0.160	4.819	-1.525	9.995	0.392	0.068	10.369	1.019
8.164	-1.550	0.067	2.197	-0.902	0.351	-0.902	-1.609	14.691	0.274
7.263	4.221	5.039	5.221	5.160	9.517	6.341	3.297	4.035	1.267
4.799	6.503	6.052	5.656	4.489	4.460	10.367	0.942	4.547	9.425
5.055	4.512	4.183	3.704	4.092	7.022	10.359	2.070	3.396	2.922
5.123	4.765	4.889	6.111	5.140	2.077	9.752	0.286	6.313	7.782
4.452	5.081	5.161	4.831	3.894	5.581	3.327	1.753	6.941	2.763
4.839	4.534	4.259	4.195	5.455	9.532	19.389	0.317	4.204	4.247
6.083	5.371	3.995	6.064	5.998	3.109	8.371	0.413	4.858	8.467
