3.997	0.355	6.561	0.148	-0.722
18.791	-0.343	2.542	1.095	-0.936
1.510	0.157	6.854	-0.194	-0.353
4.276	-1.182	5.254	2.295	0.515
18.886	-1.136	0.633	0.161	0.086
14.273	-0.324	4.946	0.252	-2.506
13.993	0.811	0.479	1.557	0.698
10.635	-1.183	1.055	1.545	-0.557
2.527	0.074	5.665	1.196	1.747
16.420	-0.530	5.760	-1.331	-1.699
15.887	0.990	5.630	2.141	-0.778
3.355	-0.934	9.076	-0.344	-0.374
2.535	0.380	2.372	0.682	0.882
17.223	-1.974	5.223	0.355	0.493
19.004	-0.547	3.463	-0.113	-1.490
11.200	-0.867	7.097	0.686	-0.372
7.670	-0.269	6.168	0.438	-1.904
7.396	-0.879	2.556	1.027	-0.926
10.614	0.117	1.739	-0.708	-1.940
3.598	1.853	3.362	1.027	1.692
15.947	-2.154	2.078	1.540	0.488
12.992	1.306	8.101	-1.564	0.537
4.205	0.656	8.523	-0.797	-1.225
0.573	0.273	0.885	-0.584	-0.139
10.404	-0.626	7.651	-1.326	-0.262
15.159	-0.619	1.805	0.104	-0.971
8.819	0.439	9.128	0.598	-0.633
17.569	-0.337	6.364	0.345	-0.253
1.195	-0.927	3.602	0.328	1.404
1.861	0.614	2.463	0.025	-0.326
16.617	-1.078	6.631	0.104	-0.851
9.584	-0.231	6.441	-1.747	-0.600
14.270	1.458	1.951	0.668	0.852
4.682	0.523	3.947	0.583	1.237
2.389	0.754	6.573	-2.501	-0.892
16.766	0.606	8.081	-2.216	0.979
7.317	0.463	9.145	0.021	0.009
6.340	-1.001	0.176	-0.016	-1.030
3.867	-1.929	5.925	0.186	3.580
3.877	-1.189	5.803	-0.082	0.096
5.692	-0.782	5.503	0.333	0.012
1.499	-0.692	7.447	2.777	-0.969
9.745	1.266	9.445	-1.569	1.068
14.325	1.626	9.911	-0.265	1.135
7.289	-1.870	5.005	-0.017	0.559
4.800	0.795	6.849	1.761	-0.325
4.052	-2.673	1.095	0.016	0.674
12.896	0.274	2.938	0.651	-0.497
19.873	-1.132	4.189	-0.419	0.734
12.118	-0.973	7.212	-0.222	0.993
3.550	3.223	3.976	3.103	5.684
1.202	4.650	5.623	5.537	2.581
3.781	1.635	5.829	4.892	7.278
0.453	0.431	6.014	5.791	6.191
2.458	0.054	5.017	5.064	6.477
1.365	3.286	5.079	5.635	4.056
5.160	3.758	3.565	4.868	6.496
7.205	4.737	3.290	4.113	6.648
2.034	3.813	5.384	4.232	3.718
0.119	0.074	3.951	3.011	5.048
3.201	1.206	4.589	4.716	6.506
5.563	4.812	5.607	4.620	5.761
1.102	2.310	5.270	7.021	6.105
1.240	1.789	3.865	3.719	4.686
9.016	2.443	4.894	6.261	4.762
9.804	2.191	4.565	4.985	4.490
1.221	3.255	5.301	6.117	3.592
2.788	2.712	5.535	5.046	5.261
8.612	3.951	3.741	7.242	5.611
4.824	1.485	5.745	5.209	4.884
4.377	1.548	2.862	5.977	4.399
3.143	2.779	5.328	5.199	6.071
0.002	1.425	4.659	4.619	6.212
9.855	0.679	5.383	5.642	5.278
6.640	0.750	4.237	3.013	3.967
2.461	1.933	5.235	4.675	6.404
7.962	2.371	4.154	4.628	5.033
6.085	4.863	4.718	5.583	5.113
4.768	1.799	8.809	4.707	5.888
3.744	0.394	4.080	5.234	5.144
0.975	1.839	4.330	3.330	4.578
6.410	3.954	4.143	4.096	5.573
5.409	3.933	4.485	4.402	4.345
8.932	3.586	6.570	3.004	5.875
0.584	4.619	5.604	5.576	4.236
6.398	4.977	4.365	4.669	5.265
7.901	3.732	4.122	5.367	6.732
5.446	1.962	4.282	3.897	4.381
7.388	2.605	5.110	3.262	3.935
2.565	0.199	4.632	4.464	4.089
9.243	0.776	4.456	5.165	6.655
3.436	4.010	4.606	3.871	4.643
1.851	3.265	5.604	5.761	5.236
0.473	3.143	5.601	4.822	5.183
0.493	0.565	6.095	4.977	3.263
7.745	1.179	7.164	5.024	5.317
3.592	2.701	6.190	3.399	4.670
8.510	1.993	4.887	4.588	4.079
6.857	1.384	3.670	4.587	3.842
1.152	4.605	4.983	4.555	6.924
