-0.054	0.919	-0.863	14.848
0.011	-0.395	0.380	16.810
-1.938	0.861	-0.057	11.197
0.716	1.553	0.088	19.658
2.512	0.906	0.208	11.370
0.812	-1.270	1.280	9.780
-0.031	0.889	0.038	5.273
-0.469	1.374	-0.014	16.335
1.157	0.314	1.047	18.856
-0.132	1.709	-0.218	19.043
-0.483	1.712	-1.488	19.714
0.448	-0.014	-1.663	7.117
0.111	0.087	0.867	12.579
-0.468	-0.920	0.206	10.194
-1.371	0.248	0.428	5.494
-1.006	1.912	-1.475	12.405
0.538	-0.353	1.100	11.636
0.270	-0.255	-0.095	4.879
-0.097	-1.114	0.346	5.079
0.457	0.138	0.029	7.108
-0.987	0.057	0.061	11.231
-1.082	-0.197	0.265	17.873
0.356	0.324	0.441	17.467
0.752	1.313	-0.625	2.181
0.016	-0.055	-0.167	19.859
-2.575	-0.801	-0.285	8.067
-0.153	-1.043	0.337	9.633
1.623	-0.555	0.370	7.483
0.352	-1.126	-0.130	16.823
-2.722	1.351	-0.242	11.217
0.030	0.348	1.203	4.094
0.084	0.232	0.674	8.695
-2.243	-2.411	1.248	10.515
1.437	0.325	-1.097	8.803
-0.575	-0.600	-0.056	4.670
-0.278	0.586	1.903	19.204
-0.409	0.802	0.186	11.388
1.665	0.476	2.344	8.257
1.202	1.649	0.114	11.409
1.013	1.619	0.106	8.173
-1.367	1.462	0.443	13.487
0.667	-0.329	-0.187	11.819
-0.844	-0.713	-0.597	1.503
-0.968	0.236	0.384	14.804
-1.004	-0.990	0.122	9.009
-0.508	-1.060	0.327	12.888
-0.384	0.033	-0.397	12.545
0.266	-1.289	-0.848	19.215
-2.304	0.869	0.808	0.839
1.167	0.092	0.681	11.462
-1.086	0.506	-0.595	4.745
-0.583	0.210	1.390	6.193
2.523	0.713	-1.227	13.081
-0.173	-0.450	-1.249	14.618
-0.787	1.489	-1.360	10.722
0.980	-1.179	1.949	13.584
-0.608	-0.145	-0.207	10.822
0.108	-0.541	-2.248	17.690
-0.170	-0.354	0.325	18.747
-0.013	-0.676	0.493	8.726
-0.333	-1.241	-0.182	5.143
-1.859	-0.355	-0.465	6.088
0.104	0.581	-1.799	17.851
0.103	0.284	-0.357	8.673
0.731	0.989	-0.107	17.475
-0.670	-0.360	-0.457	14.070
1.279	-1.148	-1.203	9.666
-0.592	-0.593	0.595	12.037
-0.131	0.399	0.100	7.108
1.055	0.253	-0.779	14.715
0.552	1.410	-0.866	16.513
-0.912	-0.224	-0.636	14.154
-0.321	1.436	0.896	16.370
-0.649	-0.140	-0.598	10.046
0.897	-1.594	-1.055	6.511
-0.297	1.263	-0.042	5.711
0.080	-2.617	-0.585	14.835
0.313	-1.480	0.470	6.789
-1.048	0.019	0.092	18.586
1.671	0.476	0.371	16.809
0.586	0.297	-1.050	3.637
-1.465	-1.253	1.026	1.595
-0.804	0.820	1.340	6.361
-0.297	0.677	1.530	2.280
0.890	-0.480	1.127	16.412
0.023	0.301	0.317	9.440
0.685	1.264	0.370	3.295
-0.051	-0.946	-0.262	7.188
0.338	0.500	0.173	3.515
-0.200	1.592	-1.107	16.017
1.022	-0.390	-1.388	13.345
-0.957	-0.539	-0.056	3.930
0.075	0.783	-0.985	9.656
0.561	0.568	0.631	15.648
1.251	2.074	-0.253	0.860
-1.259	-0.249	0.679	6.248
1.074	1.756	-0.658	19.528
-0.369	0.757	0.864	15.145
1.325	0.315	-1.109	15.469
1.588	-0.385	-0.290	6.899
0.117	-0.258	-0.140	3.597
