-0.239	2.728	2.228	11.776
0.154	0.310	0.345	1.578
-2.208	-0.578	1.960	5.251
1.588	-1.190	-1.105	0.576
-0.269	0.402	0.902	11.300
0.870	-0.270	1.465	10.090
-0.606	0.984	-0.077	15.810
-2.581	-0.513	0.335	7.108
1.362	1.244	0.687	17.958
-0.249	-1.846	1.061	0.836
0.827	-1.200	0.077	8.719
0.492	2.260	-0.367	12.489
-0.194	-1.934	-0.229	11.302
1.261	-0.050	-0.168	18.302
1.282	1.701	-1.864	13.542
-0.909	-1.316	0.730	8.029
0.898	0.167	0.419	8.348
0.146	-2.249	-1.540	1.258
0.951	-0.941	-0.154	3.284
-0.658	-1.631	0.283	19.559
4.381	8.489	4.306	2.592
5.675	6.629	4.366	5.710
5.449	9.087	6.709	5.560
4.274	7.401	5.841	5.094
4.235	3.277	4.368	6.005
6.034	4.920	6.463	5.264
6.258	2.737	5.859	3.992
5.492	6.596	4.993	5.237
4.648	8.430	4.884	5.680
3.150	1.718	4.532	6.438
5.155	7.686	5.156	5.888
6.185	7.087	3.931	5.303
3.241	7.391	4.604	4.426
5.762	9.858	5.239	4.593
6.100	5.283	3.944	5.040
5.321	2.595	3.050	3.609
4.318	4.147	3.253	5.530
4.213	1.886	3.863	6.494
4.504	5.656	5.660	5.843
5.068	2.819	5.332	6.334
0.042	-6.004	-5.561	-8.884
0.044	-6.748	-6.945	-6.713
0.665	-6.539	-8.237	-7.493
0.546	-6.968	-6.008	-7.124
3.712	-7.864	-6.083	-7.457
4.127	-7.608	-6.337	-8.367
4.635	-6.058	-5.713	-6.597
4.884	-7.767	-7.002	-6.356
4.531	-7.550	-7.994	-6.452
4.860	-5.456	-5.558	-9.060
0.077	-6.663	-7.989	-6.237
2.171	-7.832	-7.761	-9.763
2.332	-7.665	-6.780	-6.710
3.419	-6.886	-7.043	-7.938
2.582	-5.929	-6.920	-7.388
4.322	-6.774	-6.660	-5.584
1.138	-6.991	-8.780	-6.082
1.365	-6.925	-6.487	-5.968
1.429	-5.874	-7.093	-8.373
3.067	-6.806	-7.027	-6.455
11.912	11.823	1.468	8.778
10.102	11.427	2.874	11.853
10.729	10.874	1.229	11.613
10.436	9.440	0.114	10.164
10.073	11.695	3.187	12.482
10.630	11.275	0.691	9.195
12.541	11.795	1.657	11.387
12.415	10.349	2.217	11.138
11.428	10.032	4.187	9.980
11.134	11.637	2.841	9.513
10.413	11.365	1.061	10.694
10.268	10.713	0.574	10.666
13.337	10.967	1.950	11.184
10.941	10.976	4.187	10.758
10.610	11.404	0.905	13.285
10.763	11.640	0.484	10.587
11.829	10.423	4.171	11.989
12.726	11.587	4.685	10.575
11.058	12.175	4.270	11.989
10.759	8.156	4.214	10.403
