15.616	6.848	13.209	1.999	1.510	11.589	2.049	0.109	2.418	6.367
12.123	8.673	12.097	-0.312	7.926	8.955	7.119	0.126	-0.117	13.260
5.192	4.897	11.879	0.183	4.297	15.790	1.249	0.249	-0.030	16.239
10.460	4.133	1.094	-0.213	6.124	12.983	3.017	-0.908	0.292	19.889
12.177	0.179	18.071	0.386	8.568	12.973	1.780	-0.737	-0.360	14.305
8.340	8.517	15.531	-0.610	6.965	5.204	6.454	1.345	-0.266	18.619
19.685	5.860	14.963	-0.752	3.716	6.256	1.649	0.132	-0.132	18.781
5.076	7.211	11.170	0.579	3.327	8.988	2.221	0.243	-0.554	14.096
10.747	9.030	5.010	0.928	9.592	16.887	4.571	1.091	0.281	2.829
19.349	0.800	16.460	-0.457	7.359	14.035	4.602	1.167	0.281	12.565
1.295	2.836	16.341	0.275	6.867	2.532	0.954	-1.877	0.370	0.430
14.116	1.906	2.650	0.874	3.169	19.379	5.772	-0.839	-0.809	5.985
19.117	4.299	3.221	0.018	8.196	3.104	4.029	0.288	0.259	2.633
10.986	6.610	9.002	1.107	4.764	16.022	9.675	0.444	-1.708	2.155
10.217	0.741	17.642	0.574	2.419	4.622	3.648	-0.551	-0.585	7.260
15.995	5.975	15.244	0.923	2.671	12.264	2.149	1.084	1.834	15.401
9.576	8.507	11.783	2.112	6.216	13.775	9.723	0.365	0.701	14.129
3.087	6.408	1.095	0.513	1.502	19.598	3.697	0.131	0.988	19.261
0.386	8.934	17.108	-0.424	3.291	17.745	8.857	-1.033	-0.087	10.518
19.028	3.700	18.216	-0.269	7.653	10.559	6.622	0.990	-0.638	4.295
13.886	2.959	0.527	0.625	4.602	6.858	4.398	-1.509	1.137	15.988
17.326	4.447	14.487	1.214	4.133	1.896	7.205	1.403	1.783	16.879
0.659	0.968	12.062	-0.432	6.328	0.536	9.127	-1.247	1.273	18.279
15.665	3.865	7.412	0.068	1.213	19.703	1.980	0.512	-0.980	12.941
7.412	1.678	13.173	0.308	0.966	2.542	6.253	0.719	0.318	12.157
19.969	6.859	6.022	0.471	5.626	18.878	4.685	-0.591	-0.622	0.479
18.292	3.893	15.841	-0.009	0.311	17.244	2.532	-0.052	-0.284	4.259
