0.311840081	0.720008627	0.654287593	0.124111664	0.035785964	0.974038015	0.822825524	0.83033774	0.521517921	0.144559321
0.293138836	0.469525026	0.566013009	0.069416264	0.125703567	0.419315002	0.859174247	0.143404534	0.227611669	0.515481196
0.705461997	0.094905979	0.64625963	0.0292232	0.127365337	0.864594838	0.226781637	0.647664901	0.247783502	0.814351474
0.627415686	0.239663738	0.379164897	0.129284142	0.068173656	0.327150569	0.338842217	0.879059153	0.246189422	0.347139603
0.413280893	0.14094527	0.811737736	0.073286227	0.154265193	0.873027374	0.266837199	0.627914682	0.778704005	0.914484497
0.837416129	0.320698844	0.595485694	0.07335882	0.202084658	0.437906696	1	0.375239391	0.678384	0.31387801
0.965060551	0.301102236	0.092738879	0.140162023	0	0.891335197	0.236112933	0.06765116	0.038855356	0.411740581
0.864819566	0.004334215	0.204275659	0.118700269	0.184807629	0.015333851	0.197420026	0.982463043	0.441848129	0.468367962
0.388344771	0.22053014	0.463447484	0.095126526	0.181670505	0.642702485	0.843664062	0.01576671	0.293049504	0.230687698
0.134501463	0.788605798	0.719192169	0.083944847	0.073575249	0.820660868	0	0.28157432	0.949669491	0.117172414
0.655114878	0.538846858	0.974890568	0.10302039	0.22815233	0.60111144	0.232310339	0.071444362	0.377121435	0.782903435
0.86105603	0.243346385	0.129581576	0.08940982	0.156533751	0	0.496292446	0.621323032	0.850436866	0.666623969
0.467565842	0.636735592	0.185336383	0.113821543	0.303006677	0.942483827	0.582624332	0.394618668	0.299398917	0.329373557
0.902040253	0.27946475	0.059665798	0.114847226	0.081020102	0.837279293	0.462384477	0.805759329	0.030721098	0.50737879
0.135199501	0.263507	0.762385496	0.172728104	0.073514376	0.079552033	0.642829425	0.99783761	0.923113907	0.486796783
0.40348769	0.964739806	0.421460389	0.091791384	0.134530373	0.860962909	0.214484759	0.62718849	0.392850266	0.244535904
0.279761639	0.955990013	0.312933864	0.14326499	0.056153552	0.803541361	0.956420019	0.859285639	0.358326336	0.828681964
0.059904823	0.941129007	0.36726391	0.157627552	0.047149648	0.067071133	0.086340778	0.431910835	0.150122704	0.264311241
0.367049352	0.814607633	0.362674643	0.145204155	0.290801546	0.911741341	0.185605274	0.409241857	0.425553158	0.717315664
0.597585622	0.973931321	0.316635603	0.108811923	0.176580826	0.896889754	0.913107712	0.17103162	0.706203982	0.801264862
0.745680445	0.062940092	0.080326375	0.075114407	0.005773542	0.85780013	0.19853084	0.51530458	0.122596351	0.700221668
0.887130431	0.951012545	0.098342236	0.113121307	0.073457833	0.649857733	0.638396138	0.060568391	0.508599939	0.22812183
0.34504924	0.052040752	0.583714938	0.122343516	0.186511891	0.897080667	0.391175474	0.360785815	0.509022872	0.221636154
0.621866926	0.477532872	0.172085739	0.081675001	0.242433094	0.863891099	0.906593124	0.179037914	0.159055518	0.123576141
0.636234804	0.472686041	0.242899892	0.091788536	0.193156244	0.771866564	0.769168516	0.246269537	0.410208541	0.225218739
0	0.642232952	0.75973838	0.069616827	0.122230734	0.612252959	0.578241007	0.90828578	0.457914921	0.818801698
0.327956411	0.858207553	0.723263788	0.118827577	0.253879771	0.972789397	0.648981021	0.920805646	0.723823274	0.981598054
0.88187214	0.958801763	0.444563451	0.09074469	0.10532764	0.387514508	0.403542315	0.415053532	0.749595042	0.240817508
0.031303715	0.618165525	0.230373231	0.099860837	0.316775408	0.671676515	0.234976041	0.579715351	0.438034463	0.864476611
0.89994131	0.053565051	0.409178306	0.107969169	0.274985056	0.508052793	0.981839399	0.85500466	0.727961017	0.745275785
0.847205658	0.193034367	0.619954822	0.030247569	0.097442384	0.550481422	0.783581077	0.528193399	0.166891909	0.279036627
0.588262158	0.93345378	0.988676123	0.089264719	0.205322403	0.486704139	0.327720233	0.819806278	0.231843873	0.941172277
0.331304321	0.909142749	0.201399115	0.064571202	0.156805035	0.39598546	0.081589701	0.638702765	0.65994012	0.722262145
0.191893407	0.813492248	0.673909743	0.157634156	0.162622816	0.567060988	0.164226213	0.607321123	0.486931507	0.0972067
0.161627838	0.375444734	0.046008929	0.108844763	0.094495587	0.851143644	0.899739663	0.314266091	0.188188298	0.026148195
0.874967424	0.784759332	0	0.165579666	0.188077789	0.234170392	0.586814856	0.490064031	0.023967553	0.333891771
0.389595525	0.022751369	0.415197995	0.045287229	0.34654689	0.577275356	0.921505242	0.015419469	0.722655633	0.914691884
0.559383733	0.962828005	1	0.061613484	0.136490853	0.217300397	0.839798914	0	1	0.674115538
0.710147725	0.186808793	0.379298867	0	0.141524155	0.623941029	0.621920877	0.889581233	0.774623494	0
0.501132416	0.772920825	0.257675609	0.141964507	0.00383971	0.977724626	0.236042066	0.371701926	0.972319963	0.303957278
0.435657005	0.028112371	0.329803445	0.218366181	0.194769053	0.131065494	0.431383781	0.582347862	0.181437125	0.68389913
0.324194598	0.975837974	0.722337859	0.08425578	0.280380922	0.560355177	0.474532165	0.730683621	0.451038269	0.73020597
0.13003641	0.370089399	0.710098077	0.0408769	0.17669029	0.27559669	0.799938582	0.050499482	0.017655087	0.974867768
0.993026901	0.498023841	0.052865122	0.142027735	0.171405692	0.054882106	0.21647084	0.053172942	0.936972115	0.863407554
0.909135011	0.143970194	0.186859208	0.136992944	0.137463929	0.727145387	0.104567222	0.743873197	0.186115029	0.427511996
0.655700655	0	0.365178192	0.095022712	0.105831799	0.957129049	0.659629084	0.477315274	0.163883083	0.992809043
1	0.281022418	0.779719721	0.085464395	0.150391224	0.158254574	0.866359924	0.378462312	0.750194001	0.493245881
0.310622892	0.693265555	0.609188964	0.085517332	0.244117082	0.538484774	0.962249088	0.936216362	0	0.414634942
0.51296212	0.987139446	0.979283085	0.192725329	0.200766834	0.988889386	0.459142207	0.930013291	0.318855946	0.743691059
0.358158369	0.218302907	0.707477983	0.181695948	0.148280882	0.28744909	0.008454835	0.759028682	0.782109948	1
0.248484145	0.12503629	0.46850523	0.445191947	0.261715161	0.359632213	0.258604909	0.781548567	0.062121154	0.448865626
0.101645057	0.444057276	0.338412564	1	0.559826759	0.049264104	0.240237905	0.454307632	0.75378703	0.11517308
0.280386334	0.205618645	0.942077392	0.317745933	0.366406186	0.272189584	0.306142434	0.742089945	0.91969865	0.611096777
0.237289091	0.233816296	0.385625983	0.162805075	0.575339513	0.925491807	0.204663604	0.32722552	0.906229592	0.697045314
0.292110464	0.173415253	0.228326605	0.91131372	0.736502963	0.110519361	0.264793328	0.891659974	0.206970908	0.274431124
0.294816027	0.630475889	0.97124892	0.166643232	0.260290012	0.867312825	0.269324232	0.604026981	0.20330751	0.471918397
0.209896635	0.347099846	0.71176209	0.81841931	0.749712978	0.867456211	0.177291953	0.828145886	0.627315786	0.385079546
0.235353145	0.136218987	0.413086046	0.928303487	0.638533488	0.628890134	0.374129065	0.081125935	0.479901675	0.286785082
0.292318394	0.753984161	0.946621728	0.55564401	0.489792969	0.195253283	0.271207716	1	0.391076057	0.920489249
0.240702895	0.253800913	0.107216349	0.865727415	0.533976727	0.336140384	0.15742774	0.869509715	0.243474649	0.855217061
0.19537714	0.164709503	0.740321305	0.116605715	0.593417028	0.162151	0.243802859	0.3749986	0.988006273	0.557099594
