12.271	0.579	-1.013	-2.168
18.529	0.426	-2.531	2.143
12.582	0.657	0.413	0.330
8.057	-1.132	-1.058	0.107
1.209	0.336	-0.687	0.611
16.292	1.054	-0.332	-0.731
11.383	-2.147	-0.393	0.238
3.016	-1.013	-0.378	-1.569
5.716	-1.496	1.766	0.004
16.168	-1.170	1.896	0.325
5.311	0.344	-0.154	0.172
2.021	-0.436	1.340	0.265
2.760	-1.107	-0.836	0.249
4.834	0.988	-0.455	-0.693
5.442	-0.074	0.494	-2.953
12.458	-0.955	-0.380	1.147
7.847	1.166	-0.493	-1.797
14.866	-1.107	-0.815	-1.807
8.952	-0.349	1.104	0.195
9.317	-1.732	-0.939	-0.241
6.809	-0.906	-0.247	0.376
0.107	-0.486	1.394	-2.182
10.984	-1.090	1.354	-0.630
18.981	-1.377	-0.612	-1.515
6.917	-0.408	0.403	-0.359
15.287	-0.303	0.441	0.107
12.690	0.507	-0.609	0.263
3.958	0.066	-0.989	0.491
0.552	-0.022	-0.636	0.466
16.131	0.103	1.327	-0.628
16.924	1.420	-0.773	1.373
6.965	-2.897	-0.528	-0.238
2.300	1.964	-0.470	-0.433
5.259	1.111	-0.111	0.385
9.857	0.350	-2.370	1.264
0.039	-1.832	1.133	1.443
0.038	0.427	-1.068	0.375
17.174	0.453	-0.879	1.168
6.576	-1.916	-0.023	-1.154
2.983	0.709	-0.016	1.554
9.752	-1.239	-2.549	-1.060
10.735	-0.193	0.616	-0.611
16.110	0.210	0.844	-1.436
2.564	-0.105	0.191	-0.612
9.520	-1.248	1.379	0.730
2.742	-0.599	-0.191	-0.604
19.474	-2.137	-1.209	2.596
15.911	0.255	-1.580	0.486
5.268	0.339	-0.570	-0.147
8.706	-0.416	1.385	-0.033
5.519	4.628	5.648	4.755
4.962	5.131	5.296	9.504
4.999	4.562	6.201	3.601
4.354	5.041	4.808	8.805
4.599	4.963	4.241	2.702
5.401	3.476	5.758	1.387
5.049	6.855	6.130	1.906
6.391	4.724	2.565	2.157
5.548	5.745	4.189	5.132
6.839	5.415	4.420	4.061
4.697	4.881	5.144	0.154
4.722	3.882	4.658	1.156
4.683	4.678	4.849	3.593
4.567	4.361	5.875	4.771
3.305	4.807	5.142	3.162
5.292	4.194	4.549	6.326
4.107	6.030	6.701	8.979
5.879	6.639	3.109	5.044
5.796	4.954	4.743	6.394
5.015	4.528	4.629	8.019
4.087	5.422	5.089	7.220
3.594	5.420	6.015	9.054
5.453	4.901	6.945	2.226
6.347	6.791	4.998	3.024
4.396	2.907	3.709	6.248
3.620	5.874	6.230	1.649
3.944	5.356	4.171	6.533
4.551	4.089	4.862	3.625
4.810	6.334	4.068	5.441
5.839	4.875	4.912	2.958
6.792	5.834	5.076	9.266
6.607	7.729	5.399	1.532
2.835	5.203	5.203	7.393
5.045	6.464	5.514	9.393
5.878	4.821	5.747	4.625
5.630	4.958	5.114	1.166
4.575	3.736	5.461	8.011
5.034	4.863	4.357	4.460
3.287	4.122	3.433	6.501
6.989	5.398	4.427	6.988
5.176	5.809	4.666	2.427
5.405	5.645	5.085	1.350
5.950	2.766	5.382	9.519
3.469	4.764	6.970	0.380
3.841	6.565	5.318	3.607
4.030	5.431	3.441	3.685
3.977	6.098	7.001	1.777
5.068	5.254	3.919	0.599
4.815	4.853	3.415	0.079
6.629	6.234	3.371	9.808
